Tarih;Karar (Ordin) No;Dosya Numarası;Ek Bilgi;Kaynak Belge
07.07.2023;1205P;80398/2019;;Ordin-1205-din-07.07.2023-art-11.pdf
07.07.2023;1205P;34776/2021;;Ordin-1205-din-07.07.2023-art-11.pdf
07.07.2023;1199P;92265/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91933/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92436/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92454/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102788/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;9457/2019;Copii minori: 2;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92244/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92887/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;38371/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92285/2019;Copii minori: 2;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92469/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92893/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92273/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91956/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92414/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102793/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92280/2019;Copii minori: 2;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92262/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92690/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92257/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92288/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92450/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91253/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92264/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102771/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;89200/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;93150/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;89193/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;89197/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92246/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;6305/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102772/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;90608/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;95198/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92434/2019;Copii minori: 3;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91936/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92470/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102774/2019;Copii minori: 3;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;90637/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;9453/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92446/2019;Copii minori: 2;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92694/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92621/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;38362/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102769/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;38398/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92274/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;93217/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;38389/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;93225/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;16783/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92419/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92447/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92253/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91943/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;93207/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;93209/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92655/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92648/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92272/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;90994/2019;Copii minori: 2;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102547/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91541/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92425/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102843/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91569/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92270/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91545/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;90628/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;90629/2019;Copii minori: 2;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;38384/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91552/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;89183/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92774/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102768/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91946/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92777/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;93156/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102538/2019;Copii minori: 2;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92456/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92267/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102789/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102792/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92461/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92458/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;93229/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92463/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91259/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;90623/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;91546/2019;Copii minori: 2;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92422/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92281/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;93204/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;92279/2019;Copii minori: 1;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;38352/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1199P;102770/2019;;Ordin-1199-07-iulie-2023-art-11.pdf
07.07.2023;1194P;92003/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96914/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96940/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;50585/2018;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96920/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99607/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92570/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92558/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97717/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92309/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97101/2019;Copii minori: 2;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96923/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96897/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96898/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92311/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97005/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96915/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92001/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96931/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92303/2019;Copii minori: 2;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97012/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;18660/2021;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97032/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92013/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;91902/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;88338/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99617/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99457/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;90971/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92304/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;88339/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;88342/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;94301/2018;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92297/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;33693/2021;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99733/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;88570/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99397/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92305/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;75687/2018;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;36221/2021;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;85749/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99445/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96909/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97030/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99449/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92535/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96906/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99472/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99484/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92552/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92554/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97726/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;91915/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;91993/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;91931/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;98505/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99221/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;98483/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92566/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;85762/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97099/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99456/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99231/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97025/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;98492/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;98495/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;98471/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97104/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;86142/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;86140/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97119/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92007/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99232/2019;Copii minori: 2;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99241/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92016/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99450/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92320/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99211/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99223/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97011/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97709/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;98504/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97719/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;91991/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;94098/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96620/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99412/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97722/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99487/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99214/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92567/2019;Copii minori: 2;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97116/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;91972/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;88822/2019;Copii minori: 2;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99621/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;98509/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99448/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96905/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96896/2019;Copii minori: 2;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99255/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99248/2019;Copii minori: 2;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;92300/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96933/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;46164/2018;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96904/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;85769/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99207/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;91976/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;97704/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96889/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;96888/2019;Copii minori: 1;Ordin-1194-P-07.07.2023-art-11.pdf
07.07.2023;1194P;99447/2019;;Ordin-1194-P-07.07.2023-art-11.pdf
05.07.2023;1190P;88452/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;17039/2020;Copii minori: 1;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;17063/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83586/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;24234/2020;Copii minori: 1;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;88451/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;14926/2020;Copii minori: 2;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;82760/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77488/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77495/2019;Copii minori: 2;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;25611/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77487/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;14918/2020;Copii minori: 3;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;17042/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;59237/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;14908/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;88460/2019;Copii minori: 2;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;90430/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;90425/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;99198/2018;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83601/2019;Copii minori: 1;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;244/2021;Copii minori: 2;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;20073/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;90417/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;25524/2020;Copii minori: 1;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83604/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83612/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83619/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77552/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;88446/2019;Copii minori: 1;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;25692/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;14905/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;20076/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;230/2021;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;14904/2020;Copii minori: 3;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;20088/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;20067/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83616/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;90435/2019;Copii minori: 1;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;60322/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83573/2019;Copii minori: 1;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77543/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83603/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;1021/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;20066/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;59238/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77557/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;82748/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;88445/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;90440/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83618/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77483/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;14902/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;82/2019;Copii minori: 2;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77499/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77500/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77492/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;20090/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;90438/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;24233/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;99194/2018;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83609/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77508/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;20087/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;20085/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77556/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77561/2019;Copii minori: 2;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;82753/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77544/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;25621/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83590/2019;Copii minori: 2;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83589/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;219/2021;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;20068/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;99187/2018;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;25687/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;99199/2018;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;88457/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77564/2019;Copii minori: 2;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;99190/2018;Copii minori: 1;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;82758/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;83559/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;90445/2019;Copii minori: 1;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;88455/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;88448/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;82744/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;90432/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;82761/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;80558/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;218/2021;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;82757/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77497/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;90443/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;25695/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;90412/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;25688/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;25616/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;80550/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;60352/2019;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;20082/2020;;Ordin-1190-P-05.07.2023-art-11.pdf
05.07.2023;1190P;77507/2019;Copii minori: 2;Ordin-1190-P-05.07.2023-art-11.pdf
